MEDIA PEMBELAJARAN (DARI MASA KONVENSIONAL HINGGA MASA DIGITAL);Dr. Syarifuddin, M.Pd. ', 'Eka Dewi Utari, M.Pd.;Education;Adapun, buku kami yang berjudul E€EMedia Pembelajaran (Dari Masa Konvensional Hingga Digital)E€E ini telah selesai kami buat secara semaksimal dan sebaik mungkin agar menjadi manfaat bagi pembaca yang membutuhkan informasi dan pengetahuan mengenai bagaimana perkembangan media pembelajaran dari masa konvensional (sederhana) hingga masa kini (digital). Dalam buku ini, tertulis bagaimana pentingnya memahami perkembangan dari media pembelajaran yang bisa digunakan para pendidik dalam menyampaikan materi selama proses pembelajaran mulai dari masa konvensional (sederhana) bahkan hingga masa depan (digital).;;;;;;;;;;;;;;
Sang Pemimpi;Andrea Hirata;Fiction;Sang Pemimpi adalah sebuah lantunan kisah kehidupan yang memesona dan akan membuat Anda percaya akan tenaga cinta, percaya pada kekuatan mimpi dan pengorbanan, lebih dari itu, akan membuat Anda percaya kepada Tuhan. Andrea akan membawa Anda berkelana menerobos sudut-sudut pemikiran di mana Anda akan menemukan pandangan yang berbeda tentang nasib, tantangan intelektualitas, dan kegembiraan yang meluap-luap, sekaligus kesedihan yang mengharu biru. Tampak komikal pada awalnya, selayaknya kenakalan remaja biasa, tapi kemudian tanpa Anda sadari, kisah dan karakter-karakter dalam buku ini lambat laun menguasai Anda. Karena potret-potret kecil yang menawan akan menghentakkan Anda pada rasa humor yang halus namun memiliki efek filosofis yang meresonansi. Karena arti perjuangan hidup dalam kemiskinan yang membelit dan cita-cita yang gagah berani dalam kisah dua orang tokoh utama buku ini: Arai dan Ikal akan menuntun Anda dengan semacam keanggunan dan daya tarik agar Anda dapat melihat ke dalam diri sendiri dengan penuh pengharapan, agar Anda menolak semua keputusasaan dan ketakberdayaan Anda sendiri. E€EKita tak kan pernah mendahului nasib!E€E teriak Arai. E€EKita akan sekolah ke Prancis, menjelajahi Eropa sampai ke Afrika! Apa pun yang terjadi!E€E [Bentang, Novel, Inspirasi, Motivasi, Indonesia];;;;;;;;;;;;;;
The Sea Of Monsters;Rick Riordan;Fiction;Demi-god Percy Jackson and his friends must journey into the Sea of Monsters to save their camp. But first Percy will discover a secret that makes him wonder whether being claimed as Poseidon's son is an honor or a cruel joke.;;;;;;;;;;;;;;
Lalu Semuanya Lenyap;Agatha Christie;Fiction;Sepuluh orang diundang ke sebuah rumah mewah di Pulau Prajurit di seberang pantai Devon. Sepuluh orang dengan rahasia kelam masing-masing, datang tanpa curiga pada sore musim panas yang indah. Tetapi tiba-tiba, terjadi serentetan kejadian misterius. Pulau tersebut berubah menjadi pulau maut yang mengerikan ketika satu demi satu, orang-orang itu tewas...;;;;;;;;;;;;;;
Oidipus di Kolonus;Sophokles;Fiction;OIDIPUS DI KOLONUS mengisahkan pengembaraan Raja Oidipus bekas Raja Thebes yang telah buta karena hendak menebus dosa. Tapi di tempat suci Kolonus ia sadar, bahwa dosa-dosa yang pernah dilakukannya sebenarnya bukanlah kesalahan yang disengaja. Akhirnya ia mendapat pengampunan, dan raganya pun musnah di tempat suci Kolonus. [Pustaka Jaya, Dunia Pustaka Jaya];;;;;;;;;;;;;;
Oidipus Sang Raja;Shophokles;Fiction;OIDIPUS SANG RAJA, sebuah tragedi tentang usaha manusia untuk mengelak dari takdir, namun sia-sia. Ketika lahir Oidipus dibuang agar mati, karena diramalkan kelak ia akan membunuh ayahnya dan menikah dengan ibu kandungnya. Ternyata Oidipus tidak mati dalam pembuangan, dan dalam suatu pengembaraan ia bertemu dengan seorang tua yang hendak menganiayanya. Oidipus membela diri dengan terpaksa membunuh orang itu. la tak tahu bahwa orang itu sesungguhnya ayahnya sendiri. Dan karena ia berjasa kepada rakyat Thebes, ia pun dinobatkan menjadi raja. [Pustaka Jaya, Dunia Pustaka Jaya];;;;;;;;;;;;;;
Godot di Amerika dan Indonesia;Bakdi Soemanto;Fiction;"Comparative study on dramatic performance of ""Waiting for Godot"" in Indonesian and American theaters.";;;;;;;;;;;;;;
All Is Well;Jenny Nur Amelia;Fiction;Jehan, gadis kecil nan lugu itu, kini perlahan beranjak dewasa. Ketika masa kecilnya dipenuhi dengan banyak kecewa yang ia simpan. Kecewa atas perpisahan kedua orang tuanya. Jehan tumbuh dengan penuh arogan. Perjalanan terjal dalam proses panjang Jehan untuk mencoba berdamai dengan kecewanya, memaafkan dirinya sendiri dan mencoba memaafkan masa lalunya bukan waktu yang sebentar. Kisah tentang keluarga, persahabatan, dan cinta yang membawa Jehan pada perjalanan hebat dari sebuah perjalanan yang terjal.;;;;;;;;;;;;;;
All The Right Moves;Jo Leigh;Fiction;"John ""Devil""ÂE Devlin, pilot pesawat tempur yang terkenal oleh karena manuver-manuvernya yang penuh risiko. Selama masa bebas tugas, John dipenuhi kebimbangan akan kariernya. Akankah ia meneruskan karier gemilangnya sebagai kapten di militer, atau justru mencari suasana baru dengan menjadi pilot pribadi dan hidup seperti masyarakat sipil lainnya? Tapi.. Cassie O'brien, seorang pelayan bar sekaligus mahasiswi yang menggairahkan, malah membuat fokus John melenceng. John tak mampu mengabaikan wanita memesona seperti Cassie begitu saja. Wanita itu membawakan gairah lain dan baru dalam kehidupannya. Lalu, apa yang akan menjadi keputusan John Devlin? Militer, sipil, atau Cassie?";;;;;;;;;;;;;;
All the Missing Girls;Megan Miranda;Fiction;Pasar malam. Bianglala. Hutan. Gua tersembunyi. Seorang gadis menghilang tanpa jejak. Cooley Ridge, kota kecil di North Carolina, berubah mencekam dalam satu malam. Tidak ada yang melihat apa-apa, orang-orang menyimpan rahasia. Sepuluh tahun kemudian, gadis lain menghilang. Trailer yang kosong, hutan misterius di belakang rumah, kegelapan yang tersembunyi di balik rimbun pepohonan. Lalu, rahasia-rahasia kelam mulai terkuak. Sesuatu yang terkubur di masa lalu, kini perlahan-lahan muncul ke permukaan. Semua berdosa. Semua berdusta. Mereka menutup mata dan menolak bersuara. Pertanyaannya, siapa yang berani maju mengungkapkan kisah sebenarnya? Atau, akankah kejadian sepuluh tahun lalu kembali terulang? Satu gadis lain lenyap;;;;;;;;;;;;;;
Ally: All These Lives;Arleen A.;Fiction;Apa yang akan kaulakukan jika satu menit yang lalu kau anak tunggal orangtuamu, lalu satu menit kemudian ada seseorang yang muncul entah dari mana dan duduk di sampingmu mengaku sebagai adikmu? Apa yang kaulakukan jika kau menemukan foto di meja, menampilkan dirimu dan seseorang yang belum pernah kaulihat? Apa yang kaulakukan jika kau pulang ke rumah dan menemukan bahwa di dalam rumah itu sudah ada dirimu yang lain? Kehidupan Ally memang bukan kehidupan biasa. Kerap kali ia mendapati dirinya ditempatkan dalam kehidupan yang seolah miliknya, tapi ternyata bukan. Dan tiba-tiba kata E€EpulangE€E punya makna yang baru. Apakah Ally akan memiliki kesempatan untuk E€EpulangE€E? Akankah ia bisa kembali pada cinta yang ditinggalkannya di kehidupannya yang lain? Ini bukan kisah biasa. Ini kisah yang akan membuatmu berpikir kembali tentang arti hidup dan arti cinta yang sebenarnya.;;;;;;;;;;;;;;
Love You All the Way;Ayu Ridhias;Fiction;Buku persembahan penerbit MediaPressindoGroup #MediaPressindo;;;;;;;;;;;;;;
All I Ever Wanted - Segala yang Kuinginkan;IT;Fiction;"""""""Merayakan ulang tahun ketiga puluh di rumah duka dan menerima kabar mantan pacar bertunangan, jelas momen paling berkesan bagi Callie Grey. Tapi buat apa sedih kalau Callie punya tekad besar untuk merebut kembali hati mantan pacar sekaligus bosnya itu. Mulai dari menonjol di tempat kerja, riang menghadapi semua perlakuan si bos, termasuk menjalin hubungan dengan pria lain untuk menimbulkan kecemburuan. Dan di tengah perjuangan Callie, entah mengapa, selalu saja ia bertemu dengan Ian McFarland, dokter hewan yang baru. Ian menjadi incaran para wanita mudaE€Etermasuk CallieE€Ekarena pintar, mapan, dan tentu saja, lajang. Singkatnya, memenuhi segala syarat yang diinginkan Callie dari calon suami. Tapi, astaga, pria itu kaku dan sinis sekali! Mampukah Callie melembutkan hati sang dokter, atau tetap bertahan dengan lembaran lalu""rt";;;;;;;;;;;;;;
All About Kanaya;Esti Sundari;Fiction;Kanaya layaknya luka yang mencoba berdamai dengan masa. Adalah gadis kecil yang ceria, hingga sebuah permainan takdir membawanya pada trauma. Baginya, tidak ada yang lebih penting dari Kairo, Abang Kesayangannya. Tumbuh sebagai gadis introvert, berotak cemerlang, walau sesekali jiwa lain yang bernama Cleo mengambil alih tubuhnya. Bertolak belakang dengan Kanaya yang lembut dan kekanakan, Cleo cenderung arogan dan sadis. Berbeda dengan Ali Marcello, sang kapten basket SMA Tiara Bakti, yang jatuh hati pada Cleo yang terkesan pemarah. Kairo Alexandro, sosok posesif yang tidak ingin siapapun mendekati Nay, begitupun sebaliknya. Lalu, siapa akhirnya yang lebih dominan diantara mereka, Kanaya atau Cleo? Akankah Kairo merelakan Cleo untuk Ali atau tetap menyimpan untuk dirinya sendiri?;;;;;;;;;;;;;;
HR: A Rogue for All Seasons;Sara Lindsey;Fiction;Kaum wanita mengincarnya, dan kaum pria ingin menjadi dirinya. Sekalipun begitu, Henry menginginkan sesuatu yang lebih. Dan untuk itu, ia membutuhkan bantuan kalangan bangsawan yang berpengaruh. Diana Merriwether terkejut ketika Henry mengusulkan pendekatan pura-pura yang saling menguntungkan. Sekalipun Diana telah bersumpah tidak akan pernah jatuh cinta, bersama Henry dia yakin hatinya akan aman. Namun, ketika sandiwara mereka dimainkan di balik pintu yang tertutup dan melibatkan hasrat yang membara, Diana khawatir dirinya benar-benar sedang membodohi dirinya sendiri. Henry terpikat oleh jiwa berapi-api yang tersembunyi di balik penampilan luar Diana yang kaku. Dalam waktu singkat, Henry dibuat penasaran. Merayu gadis penyendiri ini mungkin akan menjadi hal tersulit dalam hidupnya. Mampukah dia menggoda Diana agar mau mengambil risiko dan memberikan hatinya kepada seorang berandalan seperti dirinya?;;;;;;;;;;;;;;
Allah; I give it all up;Fasa Earlene;Fiction;Semua orang, pasti punya impian. Dan semua orang, pasti berharap impiannya tercapai. Ini tentang Arsila Winata. Gadis Semarang yang sudah kedua kalinya tertolak masuk ke perguruan tinggi negeri. Lalu, apakah rencana Arsila selanjutnya dalam meraih mimpi? Bisakah ia mencapainya? Cemohan orang memang selalu ada. Namun, sikap kita dalam menghadapinya hanyalah harus bisa bersabar.;;;;;;;;;;;;;
Aruna dan Lidahnya (Cover Film);Laksmi Pamuntjak;Fiction;Aruna dan Lidahnya adalah surat cinta Laksmi Pamuntjak kepada dunia kuliner Indonesia.;;;;;;;;;;;;;;
Find a Way to My Heart;Dinda Ryne;Fiction;Laser memang nekat! Bisa-bisanya cowok itu nyebarin kabar bahwa Natusa nembak dia. Satu berita hoaks ini bakalan bikin dua kerepotan. Satu, Natusa naksirnya Arjun. Gimana kalau sampai Arjun tahu kabar Natusa malah nembak Laser? Dua, Laser ngusilin orang yang salah. Natusa itu cewek terjudes di sekolah. Dia nggak akan tinggal diam untuk perkara ini. Balas dendam, Natusa mencuri kalung milik Laser yang ditemukannya secara nggak sengaja. Jika mau kalungnya kembali, Laser harus menuruti 4 perintah ratu. Keempat perintah Natusa tentu saja ajaib. Namun, berawal dari situ, keduanya terjebak pada dunia masing-masing yang penuh luka dan trauma. [Mizan, Bentang, Bentang Belia, Bentang Pustaka, Novel, Fiksi, Romance, Remaja, Indonesia];;;;;;;;;;;;;;
Sweet Home;Adeliany Azfar;Fiction;Bagi Emily Cox, naik ke grade 11 sama dengan gejolak emosi yang tiada habisnya. Matthew Cooper, pacar sekaligus temannya sejal kecil, memutuskan hubungan mereka. Sementara Marion-Mary-Scott, sahabat dan tetangga sebelah rumahnya, terpaksa pindah dari Sweet Home ke kota lain setelah ibunya menikah lagi. Saat Emily menyangka kehidupannya tidak bisa lebih buruk dari itu, puluhan pesawat kertas berisi curahan hati rahasia yang ia terbangkan ke teras rumah sebelah, yang semestinya ditujukan kepada Mary, hilang tiba-tiba! Lalu muncullah Tyler Adams, tetangga baru yang dengan seenaknya selalu merecokinya dan membuat hari-harinya semakin menyebalkan. Apa sih sebenarnya tujuan cowok itu? --Salah satu pemenang kompetisi menulis '100 Days of Romance' yang diadakan Penerbit Haru-- #PromoHariKartini2018Haru;;;;;;;;;;;;;;
All About Mantan;Octavianus Setyo Utomo;Fiction;BAB 1 : First Met With E€EKampretE€E ......................................... 1 BAB 2 : Malu-Malu Kucing .................................................... 7 BAB 3 : Eek Ayam Rasa Cokelat ............................................ 13 BAB 4 : Melepas Aura Jomblo ............................................... 23 BAB 5 : GaE€Etau Mau Kayak Gimana Lagi? ............................ 30 BAB 6 : E€ETemanE€E ..................................................................... 38 BAB 7 : Kisah Indah di Parkiran ........................................... 45 BAB 8 : Mau Nonton Aja Pake Syarat .................................. 52 BAB 9 : Nonton E€EPart 1E€E ......................................................... 73 BAB 10 : Gara-gara Foto Mantan .......................................... 84 BAB 11 : Calon Ma;;;;;;;;;;;;;;
Bawang Putih Bawang Merah;Tino Sidin;Fiction;Kisah ini berawal dari satu keluarga yang dihuni seorang janda dan kedua anaknya yaitu, Mbok Rondo Dadapan dan anaknya bernama Bawang Merah dan Bawang Putih. Mbok Rondo hanya memberikan kasih sayang kepada Bawang Merah dan tidak kepada Bawang Putih. Semua pekerjaan rumah tangga dikerjakan oleh Bawang Putih namun Bawang Merah hanya malas-malasan dan bersolek saja. Pada suatu hari, Bawang Putih pergi ke hutan untuk mencuci pakaian. Namun, kejadian tidak disengaja menimpa Bawang Putih sampai ia bertemu dengan seorang nenek tua dan membantunya.;;;;;;;;;;;;;;
Zahra dan Abyan;Nurmalita Yasmin;Fiction;E€EAku nggak pacaran,E€E kata Zahra pelan. E€EKenapa? Masih belum move on dari mantan?E€E Zahra tersenyum, lalu menggeleng lagi. E€ENggak boleh pacaran sama bokap lo?E€E Lagi-lagi Zahra menggeleng. E€ETerus?E€E E€ENggak boleh pacaran sama Allah,E€E bisik Zahra pelan, diakhiri dengan senyum manis. Zahra Fatimah, santri pesantren di Bandung yang tiba-tiba pindah ke sebuah sekolah swasta di Jakarta tanpa nuansa islami. Belum sempat ia beradaptasi dengan sekolah baru, ke-istiqomah-annya diuji ketika ia harus terjebak masalah dengan Muhammad Abyan Nandana, siswa tampan,tapi bermasalah. Mampukah Zahra Istiqomah di jalan Allah?;;;;;;;;;;;;;;
Saint Anything;Sarah Dessen;Fiction;Sydney hanyalah anak biasa, menganggap dirinya tak terlihat di mata siapa pun, terutama keluarganya sendiri. Peyton, kakak laki-laki Sydney, selalu menjadi segalanya. Perhatian orangtua mereka tertuju sepenuhnya kepada dirinya. Hingga suatu hari mobil polisi mendatangi rumah mereka dengan membawa kabar tak terduga. Peyton terlibat masalah besar, dan pada akhirnya harus dipenjara. Semua pun berubah kacau. Sydney terombang-ambing di tengah masalah yang datang bertubi-tubi, dia mencoba mencari tempat yang pasti di tengah keluarganya. Tapi semua orang terlalu mengkhawatirkan Peyton. Di tengah kebimbangannya, Sydney bertemu keluarga Chatham yang heboh, yang memiliki kehidupan berbeda dengan keluarganya, dan yang ternyata bisa membuatnya merasa diterima dan E€EterlihatE€E untuk pertama kalinya.;;;;;;;;;;;;;;
Andai Mereka Bisa Bicara (If Only they Could Talk);James Herriot;Fiction;Ketika James Herriot yang baru lulus sebagai dokter hewan tiba di desa kecil Darrowby, Yorkshire, dia tak punya bayangan sedikit pun tentang kehidupan yang akan dijalaninya, teman-teman baru yang akan dijumpainya, atau berbagai petualangan yang telah menunggunya. Buku ini menceritakan tahun pertama James Herriot sebagai dokter hewan di desa Darrowby yang indah, kehidupan sehari-harinya bersama Siegfried Farnon yang eksentrik dan Tristan Farnon yang selalu sial, dan para peternak serta binatang-binatang mereka yang mengandalkan bantuannya. Dengan gaya berceritanya yang khas, yang membuatnya dicintai di seluruh dunia, James Herriot menuturkan cerita yang penuh tawa dan suka cita, tentang manusia dan binatang, serta alam pedesaan yang indah. E€EDia bisa bercerita da;;;;;;;;;;;;;;
Harlequin Koleksi Istimewa: Konflik Kepentingan (A Conflict of Interest);Barbara Dunlop;Fiction;Cara Crenshaw, staf humas Gedung Putih, sering menganggap Max Gray menginginkannya hanya karena tak bisa memiliki dirinya. Lagi pula, hubungan asmara dengan sang reporter jelas akan rumit akibat konflik kepentingan. Bagi Max, hubungan mereka cuma sesaat, sambil lalu. Cara hanya salah satu dari sekian banyak wanita dalam kehidupannya sebagai bujangan. Namun bagi Cara, hubungan mereka berbeda. Ia menyerahkan segenap hatinya pada Max. Dan sekarang ia mengandung anak lelaki itu.;;;;;;;;;;;;;;
All My Heart; When We Meet Again;Hyeon Gee;Fiction;Bagimu, aku memang hanya seorang sahabat yang selalu ada saat kau membutuhkanku. Sahabat yang selalu meminjamkan pundaknya untuk bersandar ketika kau sedang bersedih. Tapi tidakkah kau dapat melihatku dari pandangan yang berbeda? Lihat aku sebagai seorang lelaki yang mencintaimu, bukan hanya sebagai sahabatmu. Mungkin semua bukan salahmu. Aku yang salah karena takutnya mengungkapkannya padamu maafkan aku jika aku menyakitimu.;;;;;;;;;;;;;
ANAK SEMUA BANGSA;Pramoedya Ananta Toer;Fiction;Pada seri kedua ini menceritakan perjuangan batin Minke dimana istrinya yakni Annelis harus dibawa paksa ke Belanda. Tetapi pihak keluarga Nyi Ontosoroh tidak tinggal diam, sehingga dikirimlah seorang teman sekolah Minke yang bernama Panji Darman alias Jan Depperste untuk memantau keadaan Annelis di sana. Komunikasi melalui surat-menyurat. Di sisi lain Minke tak mau tinggal diam melawan keadaan. Dia terus belajar kepada Nyi Ontosoroh tentang banyak hal. Mulai dari menjalankan bisnis, urusan hukum, hingga menjadi inspirasinya untuk menulis.;;;;;;;;;;;;;;
Dalam Derai Hujan (Bitter Sweet Rain);Sandra Brown;Fiction;Caroline Dawson mampu menghadapai banyak hal. Ia mampu menghadapi gossip-gosip memojokkan. Ia mampu menghadapi kematian suaminya yang jauh lebih tua. Tapi ia merasa takkan sanggup menghadapi Rink Lancaster, putra suaminya. Bertahun-tahun sebelum menikah, ketika ia dan Rink masih remaja, dalam derai hujan pria itu memperkenalkan Caroline pada cinta pertama yang menggetarkan. Lalu pria itu pergi dan menghancurkan hatinya. Tapi sekarang Rink kembaliE€¦.;;;;;;;;;;;;;;
Amba (Cover Baru);Laksmi Pamuntjak;Fiction;Tahun 2006: Amba pergi ke Pulau Buru. Ia mencari orang yang dikasihinya, yang memberinya seorang anak di luar nikah. Laki-laki itu Bhisma, dokter lulusan Leipzig, Jerman Timur, yang hilang karena ditangkap pemerintah Orde Baru dan dibuang ke Pulau Buru. Ketika kamp tahanan politik itu dibubarkan dan para tapol dipulangkan, Bhisma tetap tak kembali. Novel berlatar sejarah ini mengisahkan cinta dan hidup Amba, anak seorang guru di sebuah kota kecil Jawa Tengah. E€EAku dibesarkan di Kadipura. Aku tumbuh dalam keluarga pembaca kitab-kitab tua.E€E Tapi ia meninggalkan kotanya. Di Kediri ia bertemu Bhisma. Percintaan mereka terputus dengan tiba-tiba di sekitar Peristiwa G30S di Yogyakarta. Dalam sebuah serbuan, Bhisma hilang selama-lamanya. Baru di Pulau Buru, Amba tahu kenapa Bhisma tak kembali.;;;;;;;;;;;;;;
Air Mata Bulan;Ziggy Zezsyazeoviennazabrizkie;Fiction;Kebangkitan para vampir terjadi setiap beberapa tahun sekali. Tidak ada manusia yang tahu soal ini, dan mereka tidak akan pernah tahu. Apalagi, lokasinya. Para vampir akan meneror manusia selama satu bulan sebelum kebangkitan saudara-saudaranya, dan tidak ada satu pun manusia yang bisa menghentikannya, kecuali Archie. Bocah SMP yang tidak pernah menyangka beban berat akan ditanggungnya pada umur sedini ini. Yang Archie tahu, hari ini, dia masih boleh bermain gembira bersama teman-temannya. Archie tidak tahu bahwa besoknya dia harus menumpas kebangkitan vampir agar tidak memakan lebih banyak korban di kotanya. Semua berawal dari gadis misterius yang memberinya batu darah. Gadis yang mewanti-wantinya agar terus mengalungkan batu itu di lehernya sehingga dia bisa terhindar dari setan. Masalahnya menurut ramalan, dari pertarungan kebangkitan itu, hanya ada satu yang selamat. Apakah itu Archie? [Mizan Publishing, Fiksi, Fantasi, Fantasy, Novel, Indonesia];;;;;;;;;;;;;;
Pembunuhan di Sungai Nil (Death on The Nile);Agatha Christie;Fiction;"Gadis itu terbaring miring. Posisinya wajar dan tenang. Tapi di atas telinganya ada lubang kecil dengan bekas darah kering di sekelilingnya. Kemudian pandangan Poirot tertuju pada dinding putih di depannya dan ia menarik napas dalam-dalam. Dinding putih bersih itu dikotori huruf ""J"" berwarna merah kecokelat-cokelatan yang ditulis dengan gemetar. Poirot membungkuk di atas mayat gadis itu dan dengan hati-hati mengangkat tangan kanan si gadis. Salah satu jarinya bernoda merah kecokelatan...";;;;;;;;;;;;;;
Aku Bukan Dia;Arleen A.;Fiction;Aku Bukan Dia (blurb) Andy tahu bahwa tidak ada jalan hidup manusia yang sempurna yang ada hanya satu guci abu yang tak juga dapat ditaburnya ke laut lepas Linda tahu bahwa tidak ada jaminan atas kata selamanya yang ada hanya janji serapuh tisiu yang dengan mudah dapat dikoyak Berdua, mereka tahu bahwa tidak ada pertemuan yang sempurna yang ada hanya pertemuan yang kebetulan Berdua, mereka tahu bahwa tidak ada jalan yang bebas dari kerikil yang ada justru dinding-dinding yang muncul entah dari mana Tapi jika cinta mengucap dan takdir berkata Apakah hati yang justru akan jadi penghalang?;;;;;;;;;;;;;;
The Finisher;David Baldacci;Fiction;Makhluk itu menghambur melewati ambang pintu. Seekor ular raksasa dengan 250 kepala mencuat di sepanjang tubuh, dan semuanya memiliki taring beracun. Semua mulutnya memekik, dan tepat saat ini, menyerbuku. Seumur hidupnya, Vega Jane hanya mengenal Wormwood, sebuah desa kecil yang dikelilingi Quag, hutan lebat penuh monster ganas. Untuk membiayai hidup, dia bekerja sebagai Finisher. Pekerja yang memberikan sentuhan akhir pada benda-benda yang dibuat di Stacks, pabrik misterius berbentuk menara tinggi di tengah desa. Selama ini Vega, dan semua penduduk Wormwood, tidak pernah mempertanyakan ada apa di luar Wormwood. Tidak ada yang mau dan berani pergi, karena ancaman monster penghuni Quag. Suatu hari, Vega menemukan secarik peta untuk melintasi Quag, sebuah benda langka yang jelas terlarang keberadaannya. Setelah ayah ibunya lenyap ditelan api, dan adik lelakinya diadopsi salah satu anggota Dewan, Vega tidak punya siapa-siapa lagi. Gadis ini mulai merencanakan untuk pergi dari Wormwood, walaupun hal itu dilarang keras oleh Dewan. Dia juga berusaha mencari tahu alasan di balik larangan itu, dan pencariannya membuat Vega harus berhadapan dengan monster-monster yang menjaga Stacks: jabbit si ular raksasa, dan cobble si raksasa batu. Bukan hanya monster yang harus dihadapi Vega, tapi juga Dewan dan kroni-kroninya yang tidak ingin rahasia-rahasia gelap Wormwood diusik. Rahasia gelap apa yang tersembunyi di Wormwood dan The Stacks? Bisakah Vega keluar dari desa ini hidup-hidup? Dan apa yang menunggunya di luar sana? [Mizan Publishing, Novel, Fantasi, Terjemahan, Indonesia];;;;;;;;;;;;;;
Bridge to Terabithia;Katherine Paterson;Fiction;Jess benar-benar kesal. Sepanjang libur musim panas dia sudah berlatih lari untuk menjadi yang tercepat di sekolah. Namun, Leslie si anak baru malah merebut gelar juara darinya. Belum cukup kemalangan Jess, anak perempuan tomboi itu ternyata menjadi tetangganya! Leslie juga sangat cuek dan selalu berusaha mendekati Jess, hingga Jess akhirnya malah memendam rasa kagum pada sahabat barunya itu. Keduanya pun seolah tak terpisahkan. Bersama mereka membangun Terabithia-dunia penuh keajaiban, yang menempatkan mereka sebagai raja dan ratu di sebuah kastel indah. Dalam fantasi Terabithia, mereka bertualang mengalahkan para raksasa-raksasa jahat, melupakan E€Eraksasa-raksasa jahatE€E dunia nyata. Lalu sesuatu terjadi dan mengubah segalanya, mengubah Jess E€¦. [Mizan, Noura Books, Nourabooks, Novel, Anak, Petualangan, Terjemahan, Indonesia];;;;;;;;;;;;;;
Saat Aku Malu;S. Shinta;Fiction;Saat malu, wajah Naura tersipu-sipu. Pipinya merah bersemu. Tubuhnya mengerut seperti siput. Aduh, Naura malu kenapa, ya? [Mizan, Noura Publishing, Nourabooks, Belajar, Main, Seru, Sifat, Karakter, Anak, Indonesia];;;;;;;;;;;;;;
The Odyssey of Homer;Homer;Fiction;Iliad dan Odyssey tetap menjadi kisah yang digemari di dunia selama berabad-abad dan telah diterjemahkan ke dalam puluhan bahasa, meskipun sedikit yang diketahui tentang pengarangnya. Kisah tentang kehebatan ekspedisi bangsa Yunani ke Timur dan nasib malang sebagian besar pemimpin ekspedisi itu telah menyebar di Yunani dari generasi ke generasi dalam bentuk sajak-sajak pendek selama ratusan tahun sebelum Iliad dan Odyssey digubah oleh Homer. Namun Homer tidak sekedar menggabungkan sajak-sajak itu;;;;;;;;;;;;;;
Aku Senang Menabung;Suhindrati Shinta;Fiction;"Naura sedang belajar menabung. ""Kak Nabil, kenapa lama sekali penuhnya?"" tanya Naura sambil menatap celengan kesayangannya. Nabil tertawa sambil berkata, ""Menabung memang harus sabar, Naura."" Hmm. Kira-kira, Naura menabung untuk apa, ya? [Mizan, Noura Books, Seri Anak Hebat, Nabil, Naura, Indonesia, Terjemahan]";;;;;;;;;;;;;;
Little Women;Louisa May Alcott;Fiction;"Dalam novel ini, Louisa May Alcott menciptakan empat sosok perempuan yang paling dicintai dalam sastra Amerika. Mereka adalah Meg yang cantik dan tertib, Jo yang penuh semangat dan susah diatur, Beth yang pendiam dan baik hati, serta si bungsu Amy yang berdarah seni dan kekanak-kanakan. Keempat dara ini tinggal bersama ibu mereka, sementara sang bapak bertempur dalam perang saudara. ""Novel yang berlatar New England abad ke-19 ini menjadi buku laris selama puluhan tahun. Selain itu, sejak terbit pertama kali pada 1868 hingga sekarang, buku ini tetap dibaca dan dikagumi banyak orang dari generasi ke generasi. Oleh karenanya, tidak mengherankan jika Little Women telah 14 kali diadaptasi ke dalam film. Diterbitkan oleh penerbit Serambi Ilmu Semesta"" (Serambi Group)";;;;;;;;;;;;;;
SELENA (unedited version);Tere Liye;Fiction;Buku ke-6,5 Petualangan Raib, Ali dan Seli. Kali ini bercerita tentang Selena dan Misteri Orang Tua Raib. **Novel ini adalah naskah awal (asli) dari penulis;;;;;;;;;;;;;;
Garis Waktu;Fiersa Besari;Fiction;Pada sebuah garis waktu yang merangkak maju, akan ada saatnya kau bertemu dengan satu orang yang mengubah hidupmu untuk selamanya. Pada sebuah garis waktu yang merangkak maju, akan ada saatnya kau terluka dan kehilangan pegangan. Pada sebuah garis waktu yang merangkak maju, akan ada saatnya kau ingin melompat mundur pada titik-titik kenangan tertentu. Maka, ikhlaskan saja kalau begitu. Karena sesungguhnya, yang lebih menyakitkan dari melepaskan sesuatu adalah berpegangan pada sesuatu yang menyakitimu secara perlahan.;;;;;;;;;;;;;;
Pagi Di Amerika;Hikmat Darmawan;Fiction;"Ketika peluru memasuki jantungnya, gadis itu bersandar ke sebuah loker dan menyaksikan Kyle menembakkan pistol itu lagi dan lagi. Ketika gadis itu meluncur perlahan ke lantai, gadis itu mendapatkan pencerahan seakan sebuah vista, seluruh dunia terpandang dari sebuah puncak gunung. Surga dan dunia terkandung dalam sejarah pikiran : kami sungguh tak cukup mengasihi kyle, dan kyle telah menderita karena nya. "" Banyak yang cukup menyebut jenis tulisan ini sebagai E€EsketsaE€E. Memang, panjang yang rata-rata, kurang lebih 1000 karakter sering sekali digunakan untuk jenis tulisan sketsa, guratan-guratan kecil untuk mendapat gambaran umum secara ringkas. Merupakan sebuah cerpen mini dari 5 Benua. Diterbitkan oleh penerbit Serambi Ilmu Semesta""rambi Group))i G";;;;;;;;;;;;;;
